date,vaccine,total_vaccinations,location
2021-05-01,Pfizer/BioNTech,1414195,Switzerland
2021-05-02,Pfizer/BioNTech,1420533,Switzerland
2021-05-03,Pfizer/BioNTech,1452921,Switzerland
2021-05-04,Pfizer/BioNTech,1489498,Switzerland
2021-05-05,Pfizer/BioNTech,1523482,Switzerland
2021-05-06,Pfizer/BioNTech,1558988,Switzerland
2021-05-07,Pfizer/BioNTech,1588536,Switzerland
2021-05-08,Pfizer/BioNTech,1603244,Switzerland
2021-05-09,Pfizer/BioNTech,1608926,Switzerland
2021-05-10,Pfizer/BioNTech,1641798,Switzerland
2021-05-11,Pfizer/BioNTech,1679751,Switzerland
2021-05-12,Pfizer/BioNTech,1717377,Switzerland
2021-05-13,Pfizer/BioNTech,1734706,Switzerland
2021-05-14,Pfizer/BioNTech,1764219,Switzerland
2021-05-15,Pfizer/BioNTech,1778892,Switzerland
2021-05-16,Pfizer/BioNTech,1786286,Switzerland
2021-05-17,Pfizer/BioNTech,1819665,Switzerland
2021-05-18,Pfizer/BioNTech,1857108,Switzerland
2021-05-19,Pfizer/BioNTech,1891668,Switzerland
2021-05-20,Pfizer/BioNTech,1926282,Switzerland
2021-05-21,Pfizer/BioNTech,1960189,Switzerland
2021-05-22,Pfizer/BioNTech,1974057,Switzerland
2021-05-23,Pfizer/BioNTech,1978799,Switzerland
2021-05-24,Pfizer/BioNTech,1995115,Switzerland
2021-05-25,Pfizer/BioNTech,2030955,Switzerland
2021-05-26,Pfizer/BioNTech,2066926,Switzerland
2021-05-27,Pfizer/BioNTech,2099221,Switzerland
2021-05-28,Pfizer/BioNTech,2132251,Switzerland
2021-05-29,Pfizer/BioNTech,2148235,Switzerland
2021-05-30,Pfizer/BioNTech,2157301,Switzerland
2021-05-31,Pfizer/BioNTech,2191184,Switzerland
2021-06-01,Pfizer/BioNTech,2226674,Switzerland
2021-06-02,Pfizer/BioNTech,2257557,Switzerland
2021-06-03,Pfizer/BioNTech,2282052,Switzerland
2021-06-04,Pfizer/BioNTech,2307365,Switzerland
2021-06-05,Pfizer/BioNTech,2325334,Switzerland
2021-06-06,Pfizer/BioNTech,2332883,Switzerland
2021-06-07,Pfizer/BioNTech,2356373,Switzerland
2021-06-08,Pfizer/BioNTech,2380979,Switzerland
2021-06-09,Pfizer/BioNTech,2405327,Switzerland
2021-06-10,Pfizer/BioNTech,2427295,Switzerland
2021-06-11,Pfizer/BioNTech,2452470,Switzerland
2021-06-12,Pfizer/BioNTech,2470046,Switzerland
2021-06-13,Pfizer/BioNTech,2477527,Switzerland
2021-06-14,Pfizer/BioNTech,2499248,Switzerland
2021-06-15,Pfizer/BioNTech,2520101,Switzerland
2021-06-16,Pfizer/BioNTech,2538517,Switzerland
2021-06-17,Pfizer/BioNTech,2557041,Switzerland
2021-06-18,Pfizer/BioNTech,2576973,Switzerland
2021-06-19,Pfizer/BioNTech,2592553,Switzerland
2021-06-20,Pfizer/BioNTech,2597386,Switzerland
2021-06-21,Pfizer/BioNTech,2614397,Switzerland
2021-06-22,Pfizer/BioNTech,2630303,Switzerland
2021-06-23,Pfizer/BioNTech,2645020,Switzerland
2021-06-24,Pfizer/BioNTech,2659919,Switzerland
2021-06-25,Pfizer/BioNTech,2677024,Switzerland
2021-06-26,Pfizer/BioNTech,2687167,Switzerland
2021-06-27,Pfizer/BioNTech,2691942,Switzerland
2021-06-28,Pfizer/BioNTech,2704291,Switzerland
2021-06-29,Pfizer/BioNTech,2718483,Switzerland
2021-06-30,Pfizer/BioNTech,2732429,Switzerland
2021-07-01,Pfizer/BioNTech,2744234,Switzerland
2021-07-02,Pfizer/BioNTech,2754769,Switzerland
2021-07-03,Pfizer/BioNTech,2762360,Switzerland
2021-07-04,Pfizer/BioNTech,2765467,Switzerland
2021-07-05,Pfizer/BioNTech,2777883,Switzerland
2021-07-06,Pfizer/BioNTech,2789309,Switzerland
2021-07-07,Pfizer/BioNTech,2801063,Switzerland
2021-07-08,Pfizer/BioNTech,2812909,Switzerland
2021-07-09,Pfizer/BioNTech,2826528,Switzerland
2021-07-10,Pfizer/BioNTech,2835853,Switzerland
2021-07-11,Pfizer/BioNTech,2838138,Switzerland
2021-07-12,Pfizer/BioNTech,2852688,Switzerland
2021-07-13,Pfizer/BioNTech,2865632,Switzerland
2021-07-14,Pfizer/BioNTech,2877874,Switzerland
2021-07-15,Pfizer/BioNTech,2888164,Switzerland
2021-07-16,Pfizer/BioNTech,2899075,Switzerland
2021-07-17,Pfizer/BioNTech,2906485,Switzerland
2021-07-18,Pfizer/BioNTech,2907886,Switzerland
2021-07-19,Pfizer/BioNTech,2922063,Switzerland
2021-07-20,Pfizer/BioNTech,2932542,Switzerland
2021-07-21,Pfizer/BioNTech,2941896,Switzerland
2021-07-22,Pfizer/BioNTech,2950995,Switzerland
2021-07-23,Pfizer/BioNTech,2961317,Switzerland
2021-07-24,Pfizer/BioNTech,2966960,Switzerland
2021-07-25,Pfizer/BioNTech,2967820,Switzerland
2021-07-26,Pfizer/BioNTech,2977212,Switzerland
2021-07-27,Pfizer/BioNTech,2985080,Switzerland
2021-07-28,Pfizer/BioNTech,2993752,Switzerland
2021-07-29,Pfizer/BioNTech,3001205,Switzerland
2021-07-30,Pfizer/BioNTech,3009618,Switzerland
2021-07-31,Pfizer/BioNTech,3013211,Switzerland
2021-08-01,Pfizer/BioNTech,3014224,Switzerland
2021-08-02,Pfizer/BioNTech,3021901,Switzerland
2021-08-03,Pfizer/BioNTech,3028345,Switzerland
2021-08-04,Pfizer/BioNTech,3036179,Switzerland
2021-08-05,Pfizer/BioNTech,3043365,Switzerland
2021-08-06,Pfizer/BioNTech,3050797,Switzerland
2021-08-07,Pfizer/BioNTech,3054519,Switzerland
2021-08-08,Pfizer/BioNTech,3055008,Switzerland
