date,vaccine,total_vaccinations,location
2021-06-18,Johnson&Johnson,78877,Czechia
2021-06-19,Johnson&Johnson,78899,Czechia
2021-06-19,Moderna,631775,Czechia
2021-06-19,Oxford/AstraZeneca,680453,Czechia
2021-06-19,Pfizer/BioNTech,5846800,Czechia
2021-06-20,Johnson&Johnson,78937,Czechia
2021-06-20,Moderna,633074,Czechia
2021-06-20,Oxford/AstraZeneca,680548,Czechia
2021-06-20,Pfizer/BioNTech,5886405,Czechia
2021-06-21,Oxford/AstraZeneca,686962,Czechia
2021-06-21,Pfizer/BioNTech,5978738,Czechia
2021-06-21,Johnson&Johnson,80371,Czechia
2021-06-21,Moderna,642317,Czechia
