date,vaccine,total_vaccinations,location
2021-06-03,Oxford/AstraZeneca,7416897,Italy
2021-06-03,Pfizer/BioNTech,25041818,Italy
2021-06-04,Johnson&Johnson,845190,Italy
2021-06-04,Moderna,3490787,Italy
2021-06-04,Oxford/AstraZeneca,7479425,Italy
2021-06-04,Pfizer/BioNTech,25504397,Italy
2021-06-05,Johnson&Johnson,902361,Italy
2021-06-05,Moderna,3534580,Italy
2021-06-05,Oxford/AstraZeneca,7544688,Italy
2021-06-05,Pfizer/BioNTech,25955434,Italy
2021-06-06,Oxford/AstraZeneca,7612309,Italy
2021-06-06,Pfizer/BioNTech,26320141,Italy
2021-06-06,Johnson&Johnson,951356,Italy
2021-06-06,Moderna,3564905,Italy
2021-06-07,Johnson&Johnson,988548,Italy
2021-06-07,Moderna,3611027,Italy
2021-06-07,Oxford/AstraZeneca,7687603,Italy
2021-06-07,Pfizer/BioNTech,26731187,Italy
2021-06-08,Oxford/AstraZeneca,7767956,Italy
2021-06-08,Pfizer/BioNTech,27129486,Italy
2021-06-08,Johnson&Johnson,1029324,Italy
2021-06-08,Moderna,3671984,Italy
2021-06-09,Johnson&Johnson,1067554,Italy
2021-06-09,Moderna,3738778,Italy
2021-06-09,Oxford/AstraZeneca,7853370,Italy
2021-06-09,Pfizer/BioNTech,27530409,Italy
2021-06-10,Pfizer/BioNTech,28011034,Italy
2021-06-10,Johnson&Johnson,1100289,Italy
2021-06-10,Moderna,3780714,Italy
2021-06-10,Oxford/AstraZeneca,7928275,Italy
2021-06-11,Oxford/AstraZeneca,7991809,Italy
2021-06-11,Pfizer/BioNTech,28505203,Italy
2021-06-11,Johnson&Johnson,1124099,Italy
2021-06-11,Moderna,3819733,Italy
2021-06-12,Johnson&Johnson,1139185,Italy
2021-06-12,Moderna,3865064,Italy
2021-06-12,Oxford/AstraZeneca,8018786,Italy
2021-06-12,Pfizer/BioNTech,28980253,Italy
2021-06-13,Oxford/AstraZeneca,8036218,Italy
2021-06-13,Pfizer/BioNTech,29342117,Italy
2021-06-13,Johnson&Johnson,1144900,Italy
2021-06-13,Moderna,3914499,Italy
2021-06-14,Moderna,3969448,Italy
2021-06-14,Oxford/AstraZeneca,8067919,Italy
2021-06-14,Pfizer/BioNTech,29779686,Italy
2021-06-14,Johnson&Johnson,1151725,Italy
2021-06-15,Johnson&Johnson,1158766,Italy
