date,vaccine,total_vaccinations,location
2021-05-09,Johnson&Johnson,4018,Lithuania
2021-05-10,Johnson&Johnson,5670,Lithuania
2021-05-10,Moderna,104721,Lithuania
2021-05-10,Oxford/AstraZeneca,269781,Lithuania
2021-05-10,Pfizer/BioNTech,813213,Lithuania
2021-05-11,Johnson&Johnson,6400,Lithuania
2021-05-11,Moderna,107529,Lithuania
2021-05-11,Oxford/AstraZeneca,272911,Lithuania
2021-05-11,Pfizer/BioNTech,833025,Lithuania
2021-05-12,Oxford/AstraZeneca,275508,Lithuania
2021-05-12,Pfizer/BioNTech,860494,Lithuania
2021-05-12,Johnson&Johnson,6834,Lithuania
2021-05-12,Moderna,108718,Lithuania
2021-05-13,Oxford/AstraZeneca,278333,Lithuania
2021-05-13,Pfizer/BioNTech,884837,Lithuania
2021-05-13,Johnson&Johnson,7752,Lithuania
2021-05-13,Moderna,110824,Lithuania
2021-05-14,Oxford/AstraZeneca,282435,Lithuania
2021-05-14,Pfizer/BioNTech,908810,Lithuania
2021-05-14,Johnson&Johnson,8414,Lithuania
2021-05-14,Moderna,113635,Lithuania
2021-05-15,Johnson&Johnson,8446,Lithuania
2021-05-15,Moderna,113875,Lithuania
2021-05-15,Oxford/AstraZeneca,285051,Lithuania
2021-05-15,Pfizer/BioNTech,912058,Lithuania
2021-05-16,Johnson&Johnson,8446,Lithuania
2021-05-16,Moderna,114000,Lithuania
2021-05-16,Oxford/AstraZeneca,285091,Lithuania
2021-05-16,Pfizer/BioNTech,912395,Lithuania
2021-05-17,Johnson&Johnson,9310,Lithuania
2021-05-17,Moderna,122425,Lithuania
2021-05-17,Oxford/AstraZeneca,289424,Lithuania
2021-05-17,Pfizer/BioNTech,914563,Lithuania
2021-05-18,Pfizer/BioNTech,933126,Lithuania
2021-05-18,Oxford/AstraZeneca,292123,Lithuania
2021-05-18,Johnson&Johnson,10556,Lithuania
2021-05-18,Moderna,124506,Lithuania
2021-05-19,Johnson&Johnson,11870,Lithuania
2021-05-19,Moderna,127638,Lithuania
2021-05-19,Oxford/AstraZeneca,295812,Lithuania
2021-05-19,Pfizer/BioNTech,958224,Lithuania
2021-05-20,Johnson&Johnson,14224,Lithuania
2021-05-20,Moderna,130316,Lithuania
2021-05-20,Oxford/AstraZeneca,300321,Lithuania
2021-05-20,Pfizer/BioNTech,981371,Lithuania
2021-05-21,Pfizer/BioNTech,998512,Lithuania
2021-05-21,Johnson&Johnson,16194,Lithuania
2021-05-21,Moderna,133065,Lithuania
